0.050,0.952
0.100,0.955
0.150,0.956
0.200,0.956
0.250,0.957
0.300,0.957
0.350,0.957
0.400,0.957
0.450,0.958
0.500,0.958
0.550,0.958
0.600,0.958
0.650,0.958
0.700,0.959
0.750,0.960
0.800,0.961
0.850,0.964
0.900,0.968
0.950,0.973
1.000,1.000
