,lat,lon,month,plot_id,class,waterflag
0,7.103983556999997,13.88093723,01,137712436.0,Cultivated (Cropland/ Plantation)  ,0
1,7.103983556999997,13.88093723,02,137712436.0,Cultivated (Cropland/ Plantation)  ,0
2,7.103983556999997,13.88093723,04,137712436.0,Cultivated (Cropland/ Plantation)  ,0
3,7.103983556999997,13.88093723,09,137712436.0,Cultivated (Cropland/ Plantation)  ,0
4,7.103983556999997,13.88093723,10,137712436.0,Cultivated (Cropland/ Plantation)  ,0
5,7.103983556999997,13.88093723,11,137712436.0,Cultivated (Cropland/ Plantation)  ,0
6,7.103983556999997,13.88093723,03,137712436.0,Cultivated (Cropland/ Plantation)  ,2
7,7.103983556999997,13.88093723,05,137712436.0,Cultivated (Cropland/ Plantation)  ,2
8,7.103983556999997,13.88093723,07,137712436.0,Cultivated (Cropland/ Plantation)  ,2
9,7.103983556999997,13.88093723,08,137712436.0,Cultivated (Cropland/ Plantation)  ,2
10,7.103983556999997,13.88093723,12,137712436.0,Cultivated (Cropland/ Plantation)  ,2
11,-16.394332739999992,18.98974647,01,137712437.0,Open water - freshwater,1
12,-16.394332739999992,18.98974647,02,137712437.0,Open water - freshwater,1
13,-16.394332739999992,18.98974647,03,137712437.0,Open water - freshwater,1
14,-16.394332739999992,18.98974647,04,137712437.0,Open water - freshwater,1
15,-16.394332739999992,18.98974647,05,137712437.0,Open water - freshwater,1
16,-16.394332739999992,18.98974647,06,137712437.0,Open water - freshwater,1
17,-16.394332739999992,18.98974647,07,137712437.0,Open water - freshwater,1
18,-16.394332739999992,18.98974647,08,137712437.0,Open water - freshwater,1
19,-16.394332739999992,18.98974647,09,137712437.0,Open water - freshwater,1
20,-16.394332739999992,18.98974647,10,137712437.0,Open water - freshwater,1
21,-16.394332739999992,18.98974647,11,137712437.0,Open water - freshwater,1
22,-16.394332739999992,18.98974647,12,137712437.0,Open water - freshwater,2
23,-11.558283220000007,30.27103949,01,137712438.0,Open water - freshwater,1
24,-11.558283220000007,30.27103949,02,137712438.0,Open water - freshwater,1
25,-11.558283220000007,30.27103949,03,137712438.0,Open water - freshwater,1
26,-11.558283220000007,30.27103949,04,137712438.0,Open water - freshwater,1
27,-11.558283220000007,30.27103949,05,137712438.0,Open water - freshwater,1
28,-11.558283220000007,30.27103949,06,137712438.0,Open water - freshwater,1
29,-11.558283220000007,30.27103949,07,137712438.0,Open water - freshwater,1
30,-11.558283220000007,30.27103949,08,137712438.0,Open water - freshwater,1
31,-11.558283220000007,30.27103949,09,137712438.0,Open water - freshwater,1
32,-11.558283220000007,30.27103949,10,137712438.0,Open water - freshwater,1
33,-11.558283220000007,30.27103949,11,137712438.0,Open water - freshwater,1
34,-11.558283220000007,30.27103949,12,137712438.0,Open water - freshwater,2
