,lat,lon,month,plot_id,class,waterflag
0,7.103983556999997,13.88093723,01,137712356.0,Wetlands - freshwater,0
1,-16.394332739999992,18.98974647,01,137712357.0,Open water - freshwater,1
2,-11.558283220000007,30.27103949,01,137712358.0,I am unsure,2
3,-19.597793250000013,13.42605391,01,137712359.0,I am unsure,2
4,-19.597793250000013,13.42605391,02,137712359.0,I am unsure,2
5,-19.597793250000013,13.42605391,03,137712359.0,I am unsure,2
6,-19.597793250000013,13.42605391,04,137712359.0,I am unsure,2
7,-19.597793250000013,13.42605391,05,137712359.0,I am unsure,2
8,-19.597793250000013,13.42605391,06,137712359.0,I am unsure,2
9,-19.597793250000013,13.42605391,07,137712359.0,I am unsure,2
10,-19.597793250000013,13.42605391,08,137712359.0,I am unsure,2
11,-19.597793250000013,13.42605391,09,137712359.0,I am unsure,2
12,-19.597793250000013,13.42605391,10,137712359.0,I am unsure,2
13,-19.597793250000013,13.42605391,11,137712359.0,I am unsure,2
14,-19.597793250000013,13.42605391,12,137712359.0,I am unsure,2
15,-22.439380669999995,29.30437356,01,137712360.0,Open water - freshwater,1
16,-22.439380669999995,29.30437356,02,137712360.0,Open water - freshwater,1
17,-22.439380669999995,29.30437356,03,137712360.0,Open water - freshwater,1
18,-22.439380669999995,29.30437356,04,137712360.0,Open water - freshwater,1
19,-22.439380669999995,29.30437356,05,137712360.0,Open water - freshwater,1
20,11.898420889999983,-13.1664315,01,137712363.0,Open water - freshwater,1
21,11.898420889999983,-13.1664315,02,137712363.0,Open water - freshwater,1
22,11.898420889999983,-13.1664315,03,137712363.0,Open water - freshwater,1
23,11.898420889999983,-13.1664315,04,137712363.0,Open water - freshwater,1
24,11.898420889999983,-13.1664315,05,137712363.0,Open water - freshwater,1
25,9.490168704,11.96470625,01,137712365.0,I am unsure,2
26,9.490168704,11.96470625,02,137712365.0,I am unsure,2
27,9.490168704,11.96470625,03,137712365.0,I am unsure,2
28,9.490168704,11.96470625,04,137712365.0,I am unsure,2
29,9.490168704,11.96470625,05,137712365.0,I am unsure,2
30,6.4796009109999915,5.353818166,01,137712366.0,I am unsure,2
31,6.4796009109999915,5.353818166,02,137712366.0,I am unsure,2
32,6.4796009109999915,5.353818166,03,137712366.0,I am unsure,2
33,6.4796009109999915,5.353818166,04,137712366.0,I am unsure,2
34,6.4796009109999915,5.353818166,05,137712366.0,I am unsure,2
35,6.392055016000002,4.181008937,01,137712367.0,Open water - marine,1
