,lat,lon,month,plot_id,class,waterflag
0,7.103983556999997,13.88093723,01,137712516.0,Herbaceous/Grassland,0
1,7.103983556999997,13.88093723,02,137712516.0,Herbaceous/Grassland,0
2,7.103983556999997,13.88093723,03,137712516.0,Herbaceous/Grassland,0
3,7.103983556999997,13.88093723,04,137712516.0,Herbaceous/Grassland,0
4,7.103983556999997,13.88093723,05,137712516.0,Herbaceous/Grassland,0
5,7.103983556999997,13.88093723,06,137712516.0,Herbaceous/Grassland,0
6,7.103983556999997,13.88093723,07,137712516.0,Herbaceous/Grassland,0
7,7.103983556999997,13.88093723,08,137712516.0,Herbaceous/Grassland,0
8,7.103983556999997,13.88093723,09,137712516.0,Herbaceous/Grassland,0
9,7.103983556999997,13.88093723,10,137712516.0,Herbaceous/Grassland,0
10,7.103983556999997,13.88093723,11,137712516.0,Herbaceous/Grassland,0
11,7.103983556999997,13.88093723,12,137712516.0,Herbaceous/Grassland,0
12,-16.394332739999992,18.98974647,01,137712517.0,Open water - freshwater,1
13,-16.394332739999992,18.98974647,02,137712517.0,Open water - freshwater,1
14,-16.394332739999992,18.98974647,03,137712517.0,Open water - freshwater,1
15,-16.394332739999992,18.98974647,04,137712517.0,Open water - freshwater,1
16,-16.394332739999992,18.98974647,05,137712517.0,Open water - freshwater,1
17,-16.394332739999992,18.98974647,06,137712517.0,Open water - freshwater,1
18,-16.394332739999992,18.98974647,07,137712517.0,Open water - freshwater,1
19,-16.394332739999992,18.98974647,08,137712517.0,Open water - freshwater,1
20,-16.394332739999992,18.98974647,09,137712517.0,Open water - freshwater,1
21,-16.394332739999992,18.98974647,10,137712517.0,Open water - freshwater,1
22,-16.394332739999992,18.98974647,11,137712517.0,Open water - freshwater,1
23,-16.394332739999992,18.98974647,12,137712517.0,Open water - freshwater,1
24,-11.558283220000007,30.27103949,03,137712518.0,Open water - freshwater,1
25,-11.558283220000007,30.27103949,04,137712518.0,Open water - freshwater,1
26,-11.558283220000007,30.27103949,05,137712518.0,Open water - freshwater,1
27,-11.558283220000007,30.27103949,06,137712518.0,Open water - freshwater,1
28,-11.558283220000007,30.27103949,07,137712518.0,Open water - freshwater,1
29,-11.558283220000007,30.27103949,08,137712518.0,Open water - freshwater,1
30,-11.558283220000007,30.27103949,09,137712518.0,Open water - freshwater,1
31,-11.558283220000007,30.27103949,10,137712518.0,Open water - freshwater,1
32,-11.558283220000007,30.27103949,11,137712518.0,Open water - freshwater,1
33,-19.597793250000013,13.42605391,02,137712519.0,Barren (Bare soil / Rocky Land),0
34,-19.597793250000013,13.42605391,03,137712519.0,Barren (Bare soil / Rocky Land),0
35,-19.597793250000013,13.42605391,04,137712519.0,Barren (Bare soil / Rocky Land),0
36,-19.597793250000013,13.42605391,05,137712519.0,Barren (Bare soil / Rocky Land),0
37,-19.597793250000013,13.42605391,06,137712519.0,Barren (Bare soil / Rocky Land),0
38,-19.597793250000013,13.42605391,07,137712519.0,Barren (Bare soil / Rocky Land),0
39,-19.597793250000013,13.42605391,08,137712519.0,Barren (Bare soil / Rocky Land),0
40,-19.597793250000013,13.42605391,09,137712519.0,Barren (Bare soil / Rocky Land),0
41,-19.597793250000013,13.42605391,10,137712519.0,Barren (Bare soil / Rocky Land),0
42,-19.597793250000013,13.42605391,11,137712519.0,Barren (Bare soil / Rocky Land),0
43,-19.597793250000013,13.42605391,12,137712519.0,Barren (Bare soil / Rocky Land),0
44,-22.439380669999995,29.30437356,01,137712520.0,Barren (Bare soil / Rocky Land),0
45,-22.439380669999995,29.30437356,02,137712520.0,Barren (Bare soil / Rocky Land),0
46,-22.439380669999995,29.30437356,03,137712520.0,Barren (Bare soil / Rocky Land),0
47,-22.439380669999995,29.30437356,04,137712520.0,Barren (Bare soil / Rocky Land),0
48,-22.439380669999995,29.30437356,05,137712520.0,Barren (Bare soil / Rocky Land),0
49,-22.439380669999995,29.30437356,06,137712520.0,Barren (Bare soil / Rocky Land),0
50,-22.439380669999995,29.30437356,07,137712520.0,Barren (Bare soil / Rocky Land),0
51,-22.439380669999995,29.30437356,08,137712520.0,Barren (Bare soil / Rocky Land),0
52,-22.439380669999995,29.30437356,09,137712520.0,Barren (Bare soil / Rocky Land),0
53,-22.439380669999995,29.30437356,10,137712520.0,Barren (Bare soil / Rocky Land),0
54,-22.439380669999995,29.30437356,11,137712520.0,Barren (Bare soil / Rocky Land),0
55,-22.439380669999995,29.30437356,12,137712520.0,Barren (Bare soil / Rocky Land),0
56,-22.439380669999995,29.30437356,31,137712520.0,Barren (Bare soil / Rocky Land),2
57,-25.97480952,29.61250027,01,137712521.0,Open water - freshwater,1
58,-25.97480952,29.61250027,02,137712521.0,Open water - freshwater,1
59,-25.97480952,29.61250027,03,137712521.0,Open water - freshwater,1
60,-25.97480952,29.61250027,04,137712521.0,Open water - freshwater,1
61,-25.97480952,29.61250027,05,137712521.0,Open water - freshwater,1
62,-25.97480952,29.61250027,06,137712521.0,Open water - freshwater,1
63,-25.97480952,29.61250027,07,137712521.0,Open water - freshwater,1
64,-25.97480952,29.61250027,08,137712521.0,Open water - freshwater,1
65,-25.97480952,29.61250027,09,137712521.0,Open water - freshwater,1
66,-25.97480952,29.61250027,10,137712521.0,Open water - freshwater,1
67,-25.97480952,29.61250027,11,137712521.0,Open water - freshwater,1
68,-25.97480952,29.61250027,12,137712521.0,Open water - freshwater,1
69,-29.094787090000025,28.248472150000005,01,137712522.0,Shrubs,0
70,-29.094787090000025,28.248472150000005,02,137712522.0,Shrubs,0
71,-29.094787090000025,28.248472150000005,03,137712522.0,Shrubs,0
72,-29.094787090000025,28.248472150000005,04,137712522.0,Shrubs,0
73,-29.094787090000025,28.248472150000005,05,137712522.0,Shrubs,0
74,-29.094787090000025,28.248472150000005,06,137712522.0,Shrubs,0
75,-29.094787090000025,28.248472150000005,07,137712522.0,Shrubs,0
76,-29.094787090000025,28.248472150000005,08,137712522.0,Shrubs,0
77,-29.094787090000025,28.248472150000005,09,137712522.0,Shrubs,0
78,-29.094787090000025,28.248472150000005,10,137712522.0,Shrubs,0
79,-29.094787090000025,28.248472150000005,11,137712522.0,Shrubs,0
80,-29.094787090000025,28.248472150000005,12,137712522.0,Shrubs,0
81,11.898420889999983,-13.1664315,01,137712523.0,Open water - freshwater,2
82,9.963587848,6.534400522,01,137712524.0,Open water - freshwater,1
83,9.963587848,6.534400522,03,137712524.0,Open water - freshwater,1
84,9.963587848,6.534400522,04,137712524.0,Open water - freshwater,1
85,9.963587848,6.534400522,09,137712524.0,Open water - freshwater,1
86,9.963587848,6.534400522,10,137712524.0,Open water - freshwater,1
87,9.963587848,6.534400522,11,137712524.0,Open water - freshwater,1
88,9.963587848,6.534400522,12,137712524.0,Open water - freshwater,1
89,9.963587848,6.534400522,02,137712524.0,Open water - freshwater,2
90,9.963587848,6.534400522,05,137712524.0,Open water - freshwater,2
91,9.963587848,6.534400522,06,137712524.0,Open water - freshwater,2
92,9.963587848,6.534400522,07,137712524.0,Open water - freshwater,2
93,9.963587848,6.534400522,08,137712524.0,Open water - freshwater,2
94,6.4796009109999915,5.353818166,01,137712526.0,Urban (Settlements/ roads)  ,0
