,lat,lon,month,plot_id,class,waterflag
0,7.103983556999997,13.88093723,03,137755160.0,Shrubs,0
1,7.103983556999997,13.88093723,04,137755160.0,Shrubs,0
2,7.103983556999997,13.88093723,05,137755160.0,Shrubs,0
3,7.103983556999997,13.88093723,10,137755160.0,Shrubs,0
4,-16.394332739999992,18.98974647,01,137755161.0,Open water - freshwater,1
5,-16.394332739999992,18.98974647,04,137755161.0,Open water - freshwater,1
6,-16.394332739999992,18.98974647,05,137755161.0,Open water - freshwater,1
7,-16.394332739999992,18.98974647,06,137755161.0,Open water - freshwater,1
8,-16.394332739999992,18.98974647,07,137755161.0,Open water - freshwater,1
9,-16.394332739999992,18.98974647,09,137755161.0,Open water - freshwater,1
10,-16.394332739999992,18.98974647,10,137755161.0,Open water - freshwater,1
11,-16.394332739999992,18.98974647,11,137755161.0,Open water - freshwater,1
12,-16.394332739999992,18.98974647,12,137755161.0,Open water - freshwater,1
13,-11.558283220000007,30.27103949,11,137755162.0,Open water - freshwater,0
14,-11.558283220000007,30.27103949,06,137755162.0,Open water - freshwater,1
15,-11.558283220000007,30.27103949,07,137755162.0,Open water - freshwater,1
16,-11.558283220000007,30.27103949,08,137755162.0,Open water - freshwater,1
17,-11.558283220000007,30.27103949,09,137755162.0,Open water - freshwater,1
18,-11.558283220000007,30.27103949,10,137755162.0,Open water - freshwater,1
19,-19.597793250000013,13.42605391,01,137755163.0,Barren (Bare soil / Rocky Land),0
20,-19.597793250000013,13.42605391,02,137755163.0,Barren (Bare soil / Rocky Land),0
21,-19.597793250000013,13.42605391,03,137755163.0,Barren (Bare soil / Rocky Land),0
22,-19.597793250000013,13.42605391,05,137755163.0,Barren (Bare soil / Rocky Land),0
23,-19.597793250000013,13.42605391,06,137755163.0,Barren (Bare soil / Rocky Land),0
24,-19.597793250000013,13.42605391,07,137755163.0,Barren (Bare soil / Rocky Land),0
25,-19.597793250000013,13.42605391,08,137755163.0,Barren (Bare soil / Rocky Land),0
